satisfaction_bucket,text
1,"The flight leaves late due to late inbound craft - (which is a BS excuse really - - a more honest one would be the craft was late because its on an last to end docket with very tight flip flop times, and we englut up someplace earlier in the day )."
1,Flights out were okay but the flight rearwards was not as our airplane was changed to a three three three configuration so our seats which were still 3A and 3B were so small in width we could only just sit in them and when our meal was brought rung we could not put the tables down to eat our meal as the tables were in the armrests hence the reason the seats were not very wide.
1,"The flight leaves late imputable to late inbound guile - (which is a BS excuse rattling - - a more honest one would be the craft was late because its on an end to end schedule with very tight turnaround times, and we stuffed up somewhere earlier in the day) So I land an hour late and and then have to wait for my bags - C ' est la vie."
1,"can i get anything backward, or is it hopeless. .. . i accept it the trash can employ the rm command or hopefully some other method acting? ???"
1,can you delight tell apart me why my heptad almost burned a hole in my pants and why my flashlight or television camera doesnt study now
1,it is every display even the damn commercials i get ace instant so bam computer error
1,either way its retarded like the enforcement squad skill less fucks no wonder sony is onwards by all over 30 million sad i was suspend for a offensive emblem even though it was a photo of crash bandicoot why
1,And this was how I was give back What a stinking client allegiance reinforcement.
1,hey the unhurt musical theme of dvr is so you dont have to watch out commercialswhat am i paying for
1,really because i used to have 3gb which i ne'er ran out of then all of a sudden id use up all my data in a month without actually doing anything had to upgrade to 15gb and now i apparently use 80 of that cant wait to switch to 3 whorl on conclusion of contract
1,that does not justify the remainder in price you are propose that because other places charge more you can charge more because asda is closemouthed to cheaper station you u low ur price to compete but because the other store is a few miles away you u can keep price highr
